commit-id	line-idx	line-score	label
1f73722ffb375010e74eaa5b99004ad88df93bf6	5	1.5023576130851555	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	6	4.775810867206868	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	7	3.420349718700868	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	8	3.237425838921702	1.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	9	6.515868038498688	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	10	3.764046594971157	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	11	4.119985176925805	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	12	3.6846594164759687	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	13	3.4004929595006343	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	14	4.931035926126699	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	15	1.5682937045464582	1.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	16	3.529688656915563	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	17	1.4996449653689417	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	18	8.288209087888497	1.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	19	5.038849195062135	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	20	8.422205514984833	0.0
1f73722ffb375010e74eaa5b99004ad88df93bf6	21	5.630514403226424	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	0	1.2078036028607602	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	1	1.8915694353119483	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	2	3.5062245713336813	1.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	3	2.4947607656571225	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	4	5.279103402036411	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	5	0.711938410582946	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	6	7.023428061434227	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	7	4.252801453119803	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	8	2.2134281745959363	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	9	2.57542956774345	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	10	4.823810662547295	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	11	2.189250055582753	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	12	3.6525480078657826	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	13	2.4117027960789357	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	14	5.674658807950687	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	15	5.0204936513018925	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	16	2.042468187973236	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	17	2.883078404810816	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	18	2.6815312531886333	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	19	3.7631997351682176	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	20	2.1003138646369823	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	21	1.9949174661354763	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	22	1.999635452078376	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	23	1.125330903520472	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	24	1.684159316419338	0.0
cfa7c5e3bba0efbc88dfb2fcafb983723a1606bc	25	0.9769401253606147	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	0	8.398075719453994	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	1	6.881230288047898	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	2	12.892813561286884	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	3	9.081338529076731	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	4	7.748702333542113	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	5	2.467554800530709	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	6	6.159211581393429	1.0
951b253fc38c09114d0fe273a3758a15c151a8b4	7	7.720196064216775	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	8	1.3940888996511216	1.0
951b253fc38c09114d0fe273a3758a15c151a8b4	9	3.9958614760210125	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	10	9.224672089983802	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	11	6.378722632421874	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	12	2.8255320734743967	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	13	1.7599174225092502	1.0
951b253fc38c09114d0fe273a3758a15c151a8b4	14	7.7650571836206055	1.0
951b253fc38c09114d0fe273a3758a15c151a8b4	15	5.49545434630121	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	16	1.257768846884517	1.0
951b253fc38c09114d0fe273a3758a15c151a8b4	17	2.2304035977256405	1.0
951b253fc38c09114d0fe273a3758a15c151a8b4	18	2.9944167850194994	0.0
951b253fc38c09114d0fe273a3758a15c151a8b4	19	1.193198285081926	1.0
48055baa938695fa302fc8aa51a5a2df24c73fe7	0	6.401581305732666	0.0
48055baa938695fa302fc8aa51a5a2df24c73fe7	1	1.831077751921507	1.0
48055baa938695fa302fc8aa51a5a2df24c73fe7	2	3.2021328686704633	1.0
48055baa938695fa302fc8aa51a5a2df24c73fe7	3	1.6711954452963234	1.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	0	9.932942422900528	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	1	7.430674919352745	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	2	2.3441969998881524	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	3	3.370946611356052	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	4	8.153045189904137	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	5	2.671122239312856	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	6	4.299080300752724	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	7	3.4279219106415093	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	8	4.444105391910628	1.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	9	2.9689643604556157	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	10	2.9586164896891547	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	11	3.4130337882642543	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	12	3.64814001207299	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	13	7.66155855641189	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	14	6.21460344690833	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	15	5.389299480201627	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	16	6.051455419348674	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	17	4.833553872016756	0.0
a23a1a64ec883102dc8a3a2860c3b0d2fffc4134	18	4.2253124039061465	0.0
f3539c7eb312b127122084279002d3fd238c9a17	0	3.1604114865806285	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	0	3.045681918003339	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	1	9.665694661911193	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	2	1.5591054497556682	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	3	6.013260815815504	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	4	2.4119630693011587	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	5	3.412555170229397	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	6	6.150975316547617	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	7	7.620010974109878	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	8	6.0952720274429115	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	9	2.5128836596628963	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	10	5.874612199424901	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	11	6.70888594574054	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	12	1.919493122851574	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	13	3.4427705991458795	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	14	3.5475519709827097	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	15	8.848273818875514	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	16	6.567216280735505	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	17	6.47493825981306	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	18	1.9195111639687648	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	19	2.9020767921076462	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	20	3.890422638138259	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	21	5.22511612139832	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	22	4.59981362002174	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	23	6.840169849349066	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	24	4.654179197240682	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	25	7.328844239009382	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	26	4.531362103188849	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	27	4.287623730710473	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	28	2.0039703602928562	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	29	6.942916794655711	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	30	2.4598163458289948	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	31	1.127422576656754	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	32	2.909396433669112	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	33	3.6822273314055285	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	34	2.102363866888973	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	35	1.6888629473237953	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	36	5.892174477393561	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	37	4.102272064760421	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	38	5.156844626974016	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	39	6.92403365686496	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	40	2.612977879298574	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	41	5.750387704146276	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	42	2.0188096517174587	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	43	6.277796718103434	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	44	3.9376035893273635	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	45	8.672172446475562	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	46	6.463396463072499	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	47	2.9349222836803595	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	48	1.6294285196926872	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	49	6.10406771949603	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	50	6.609828888449039	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	51	7.419675221070463	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	52	6.639322166853344	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	53	5.356619889277007	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	54	3.989859374927523	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	55	2.6824773685507455	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	56	2.1653519969100183	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	57	4.9539950409264755	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	58	2.2895598310720695	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	59	1.503953565504044	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	60	6.988368868746255	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	61	6.262148058922675	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	62	5.486653518761718	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	63	4.580063484017331	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	64	4.5844857690929075	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	65	1.5552041053706838	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	66	5.417431909247088	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	67	1.519476766263049	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	68	5.966940934253508	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	69	8.594970258675215	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	70	5.619340142992817	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	71	4.108331283388261	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	72	4.184108798873637	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	73	3.263886451682564	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	74	2.6983422426201114	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	75	7.329250798222057	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	76	5.317071415901245	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	77	4.331303346143067	1.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	78	2.4104331615917984	0.0
7aa5ba380ef6aea0f2f594873b4c7378adab0f18	79	1.8950341620477746	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	0	2.1013751626693224	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	1	1.56258331922583	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	2	5.640870612939267	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	3	1.117202893827976	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	4	1.3921617040051397	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	5	3.9974508771457296	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	6	2.162141256487783	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	7	3.773977936928162	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	8	3.5951913250487957	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	9	4.500153279096069	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	10	4.705426088003838	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	11	0.6087946029578001	1.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	12	0.9437108656676302	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	13	3.9825679589561256	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	14	1.7959739093763685	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	15	0.8739678500202769	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	16	0.5010389882472456	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	17	0.653366571917912	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	18	0.3895317668212534	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	19	1.9742643584663704	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	20	1.208509629007647	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	21	5.506416696256822	0.0
def1380280b9be6d166d3938ea4b0254e9b55dc9	22	2.3826760968471787	0.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	0	2.7164639319282737	1.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	1	1.7335784148774926	0.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	2	2.883352729814545	1.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	3	1.9273976197653706	0.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	4	1.8525996187200058	0.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	5	3.4561750839102214	0.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	6	1.1876083727721698	0.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	7	1.090458619878384	0.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	8	4.172205805602007	0.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	9	3.1540509924191573	1.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	10	2.6107645242151847	1.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	11	6.440624517249916	0.0
9f70cf9eae15b96483b9f2daffd7d2b0521d56e9	12	0.9369337167088011	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	0	2.4043189288505453	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	1	0.5085056771552798	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	2	0.28408167817553837	1.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	3	0.4641745243535608	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	4	1.1651417981267698	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	5	1.3776140715010572	1.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	6	0.6124357420670746	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	7	0.5331228830262501	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	8	1.5031124827031057	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	9	2.1716417221997286	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	10	0.5762810077722733	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	11	0.4764924127258716	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	12	0.7490057958256976	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	13	2.4954811325611455	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	14	0.8765825014714917	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	15	1.571975904903554	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	16	2.4651763750736233	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	17	1.3130297388171395	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	18	1.4739939576579673	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	19	2.2739255906617974	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	20	1.245622062033529	1.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	21	0.7096504016895514	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	22	0.6297050986148357	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	23	4.638171532562071	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	24	0.8953691806451028	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	25	0.42664317311065236	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	26	0.6684176867588191	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	27	0.28968692285420583	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	28	0.8628526835446786	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	29	1.8033520020174443	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	30	2.4572295732629024	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	31	1.6216031556850266	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	32	0.8365367631290832	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	33	3.124986906612702	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	34	3.0113281386760815	1.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	35	0.4848559677469885	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	36	0.6938854399484736	1.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	37	0.9332378860466807	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	38	0.7569678530258981	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	39	0.6154896525414332	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	40	1.8245567548180444	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	41	0.9446356898451166	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	42	0.622602066581344	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	43	3.870656381389533	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	44	1.2330589668894218	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	45	1.1303821633850346	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	46	0.8353678064462954	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	47	2.4982880889302517	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	48	2.3280663815327527	1.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	49	0.9760432959656776	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	50	2.688143123668818	1.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	51	2.3250744165774586	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	52	1.5131760607445304	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	53	1.0857791892738036	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	54	0.3610230645387623	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	55	1.6268992916836205	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	56	1.6964414233459824	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	57	1.5502909280157855	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	58	2.0535033019972637	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	59	1.751076051673507	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	60	1.2446868492140268	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	61	3.913535482545403	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	62	2.665962811252981	1.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	63	2.8051162887073264	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	64	2.1085945169308924	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	65	0.7298341107469749	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	66	0.5602681825090963	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	67	0.9177546280424836	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	68	0.9642600133638758	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	69	1.181776069201134	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	70	4.513568930943284	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	71	4.155595655060835	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	72	0.7041565503683829	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	73	1.0470222499061392	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	74	8.993856003046911	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	75	1.577824561374275	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	76	2.8115649863692207	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	77	1.0962077884866723	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	78	6.023448383621043	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	79	1.2314453945918198	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	80	0.5449874507404279	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	81	0.45279027406060984	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	82	4.376648551979596	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	83	3.8065579063036235	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	84	1.9782511340937394	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	85	2.077994078047625	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	86	0.6183700602468492	0.0
5483ce4a46fa89b5a71ae1716de83220c5a6c7aa	87	0.4519929358830143	0.0
